"X","Unnamed..0","Player","Height","Weight","College","Country","Draft_Year","Draft_Round","Draft_Number","Height_cm","Body_fat","Hand_length","Hand_width","Standing_reach","Wingspan","Wingspan_cm","Standing_reach_cm","period","Nationality"
1101,1101,"Jarell Martin","6-10",239,"Louisiana State","USA",2015,1,"25",208.28,"10.10%","8.25","9.5","8' 10.5''","6' 9''",205.74,270.51,"after 2002","US player"
1102,1102,"Larry Nance Jr.","6-9",230,"Wyoming","USA",2015,1,"27",205.74,"","","","",NA,NA,NA,"after 2002","US player"
1103,1103,"RJ Hunter","6-5",185,"Georgia State","USA",2015,1,"28",195.58,"","","","",NA,NA,NA,"after 2002","US player"
1104,1104,"Chris McCullough","6-9",215,"Syracuse","USA",2015,1,"29",205.74,"6.20%","8.75","8.75","9' 1''","7' 3.25''",221.615,276.86,"after 2002","US player"
1105,1105,"Jahlil Okafor","6-11",260,"Duke","USA",2015,1,"3",210.82,"","","","",NA,NA,NA,"after 2002","US player"
1106,1106,"Kevon Looney","6-9",220,"UCLA","USA",2015,1,"30",205.74,"11.90%","9.5","9.25","9' 2''","7' 3.5''",222.25,279.4,"after 2002","US player"
1107,1107,"Cedi Osman","6-8",215,"None","Turkey",2015,2,"31",203.2,"","","","",NA,NA,NA,"after 2002","Foreign player"
1108,1108,"Montrezl Harrell","6-8",240,"Louisville","USA",2015,2,"32",203.2,"11.90%","9.0","9.75","9' 1''","7' 4.25''",224.155,276.86,"after 2002","US player"
1109,1109,"Jordan Mickey","6-8",235,"Louisiana State","USA",2015,2,"33",203.2,"7.20%","8.75","9.5","8' 10''","7' 3.25''",221.615,269.24,"after 2002","US player"
1110,1110,"Anthony Brown","6-7",224,"Stanford","USA",2015,2,"34",200.66,"6.10%","8.5","9.0","8' 8.5''","6' 11''",210.82,265.43,"after 2002","US player"
1111,1111,"Willy Hernangomez","6-11",240,"None","Spain",2015,2,"35",210.82,"","","","",NA,NA,NA,"after 2002","Foreign player"
1112,1112,"Rakeem Christmas","6-9",250,"Syracuse","USA",2015,2,"36",205.74,"9.60%","9.25","9.0","9' 2.5''","7' 5.25''",226.695,280.67,"after 2002","US player"
1113,1113,"Richaun Holmes","6-10",235,"Bowling Green","USA",2015,2,"37",208.28,"8.80%","8.5","8.5","9' 0''","7' 1.5''",217.17,274.32,"after 2002","US player"
1114,1114,"Darrun Hilliard","6-6",220,"Villanova","USA",2015,2,"38",198.12,"","","","",NA,NA,NA,"after 2002","US player"
1115,1115,"Kristaps Porzingis","7-3",240,"None","Latvia",2015,1,"4",220.98,"","","","",NA,NA,NA,"after 2002","Foreign player"
1116,1116,"Josh Richardson","6-6",200,"Tennessee","USA",2015,2,"40",198.12,"","","","",NA,NA,NA,"after 2002","US player"
1117,1117,"Pat Connaughton","6-5",210,"Notre Dame","USA",2015,2,"41",195.58,"10.20%","8.5","9.25","8' 0''","6' 8''",203.2,243.84,"after 2002","US player"
1118,1118,"Joe Young","6-2",185,"Oregon","USA",2015,2,"43",187.96,"","","","",NA,NA,NA,"after 2002","US player"
1119,1119,"Andrew Harrison","6-6",213,"Kentucky","USA",2015,2,"44",198.12,"5.90%","8.25","9.25","8' 4''","6' 9''",205.74,254,"after 2002","US player"
1120,1120,"Norman Powell","6-4",215,"UCLA","USA",2015,2,"46",193.04,"6.40%","9.25","9.0","8' 6.5''","6' 10.75''",210.185,260.35,"after 2002","US player"
1121,1121,"Dakari Johnson","7-0",255,"Kentucky","USA",2015,2,"48",213.36,"14.90%","9.25","10.5","9' 4''","7' 2''",218.44,284.48,"after 2002","US player"
1122,1122,"Mario Hezonja","6-8",218,"None","Croatia",2015,1,"5",203.2,"","","","",NA,NA,NA,"after 2002","Foreign player"
1123,1123,"Branden Dawson","6-6",225,"Michigan State","USA",2015,2,"56",198.12,"5.80%","9.0","8.75","8' 9''","6' 11''",210.82,266.7,"after 2002","US player"
1124,1124,"Willie Cauley-Stein","7-0",240,"Kentucky","USA",2015,1,"6",213.36,"6.30%","9.5","9.0","9' 3''","7' 3''",220.98,281.94,"after 2002","US player"
1125,1125,"Emmanuel Mudiay","6-5",200,"None","Democratic Re...",2015,1,"7",195.58,"","","","",NA,NA,NA,"after 2002","Foreign player"
1126,1126,"Stanley Johnson","6-7",245,"Arizona","USA",2015,1,"8",200.66,"7.50%","9.0","9.0","8' 6''","6' 11.5''",212.09,259.08,"after 2002","US player"
1127,1127,"Frank Kaminsky","7-0",242,"Wisconsin","USA",2015,1,"9",213.36,"9.40%","8.5","9.5","9' 1.5''","6' 11''",210.82,278.13,"after 2002","US player"
1128,1128,"Ben Simmons","6-10",230,"Louisiana State","Australia",2016,1,"1",208.28,"","","","",NA,NA,NA,"after 2002","Foreign player"
1129,1129,"Thon Maker","7-1",223,"None","South Sudan",2016,1,"10",215.9,"6.05%","8.75","9.50","9' 2.5''","7' 3''",220.98,280.67,"after 2002","Foreign player"
1130,1130,"Domantas Sabonis","6-10",252,"Gonzaga","Lithuania",2016,1,"11",208.28,"","","","",NA,NA,NA,"after 2002","Foreign player"
1131,1131,"Taurean Prince","6-8",220,"Baylor","USA",2016,1,"12",203.2,"6.45%","9.00","8.50","8' 6''","6' 11.5''",212.09,259.08,"after 2002","US player"
1132,1132,"Georgios Papagiannis","7-1",240,"None","Greece",2016,1,"13",215.9,"","","","",NA,NA,NA,"after 2002","Foreign player"
1133,1133,"Denzel Valentine","6-6",214,"Michigan State","USA",2016,1,"14",198.12,"9.20%","8.50","9.75","8' 6''","6' 10.75''",210.185,259.08,"after 2002","US player"
1134,1134,"Juancho Hernangomez","6-9",230,"None","Spain",2016,1,"15",205.74,"","","","",NA,NA,NA,"after 2002","Foreign player"
1135,1135,"Guerschon Yabusele","6-8",260,"None","France",2016,1,"16",203.2,"","","","",NA,NA,NA,"after 2002","Foreign player"
1136,1136,"Wade Baldwin IV","6-4",202,"Vanderbilt","USA",2016,1,"17",193.04,"5.20%","9.00","9.75","8' 4''","6' 11.25''",211.455,254,"after 2002","US player"
1137,1137,"Henry Ellenson","6-11",245,"Marquette","USA",2016,1,"18",210.82,"11.20%","8.50","9.75","9' 0''","7' 2.25''",219.075,274.32,"after 2002","US player"
1138,1138,"Malik Beasley","6-5",196,"Florida State","USA",2016,1,"19",195.58,"6.90%","8.50","9.00","8' 4.5''","6' 7''",200.66,255.27,"after 2002","US player"
1139,1139,"Brandon Ingram","6-9",190,"Duke","USA",2016,1,"2",205.74,"","","","",NA,NA,NA,"after 2002","US player"
1140,1140,"Caris LeVert","6-7",203,"Michigan","USA",2016,1,"20",200.66,"7.55%","8.50","9.25","8' 5''","6' 10''",208.28,256.54,"after 2002","US player"
1141,1141,"DeAndre' Bembry","6-6",210,"None","USA",2016,1,"21",198.12,"","","","",NA,NA,NA,"after 2002","US player"
1142,1142,"Malachi Richardson","6-6",205,"Syracuse","USA",2016,1,"22",198.12,"7.00%","8.75","10.00","8' 5.5''","7' 0''",213.36,257.81,"after 2002","US player"
1143,1143,"Ante Zizic","6-11",250,"None","Croatia",2016,1,"23",210.82,"","","","",NA,NA,NA,"after 2002","Foreign player"
1144,1144,"Timothe Luwawu-Cabarrot","6-6",200,"None","France",2016,1,"24",198.12,"","","","",NA,NA,NA,"after 2002","Foreign player"
1145,1145,"Brice Johnson","6-10",230,"North Carolina","USA",2016,1,"25",208.28,"7.50%","9.00","8.25","8' 10.5''","7' 0.5''",214.63,270.51,"after 2002","US player"
1146,1146,"Furkan Korkmaz","6-7",190,"None","Turkey",2016,1,"26",200.66,"","","","",NA,NA,NA,"after 2002","Foreign player"
1147,1147,"Pascal Siakam","6-9",230,"New Mexico State","Cameroon",2016,1,"27",205.74,"5.20%","9.25","10.00","8' 11.5''","7' 3.25''",221.615,273.05,"after 2002","Foreign player"
1148,1148,"Skal Labissiere","6-11",225,"Kentucky","Haiti",2016,1,"28",210.82,"5.70%","8.75","9.00","8' 9.5''","7' 2.5''",219.71,267.97,"after 2002","Foreign player"
1149,1149,"Dejounte Murray","6-5",170,"Washington","USA",2016,1,"29",195.58,"","","","",NA,NA,NA,"after 2002","US player"
1150,1150,"Jaylen Brown","6-7",225,"California","USA",2016,1,"3",200.66,"5.05%","8.75","9.00","8' 6.5''","6' 11.75''",212.725,260.35,"after 2002","US player"
1151,1151,"Damian Jones","7-0",245,"Vanderbilt","USA",2016,1,"30",213.36,"6.55%","8.75","10.50","8' 11''","7' 3.75''",222.885,271.78,"after 2002","US player"
1152,1152,"Deyonta Davis","6-11",237,"Michigan State","USA",2016,2,"31",210.82,"9.70%","9.00","9.25","9' 0.5''","7' 2.5''",219.71,275.59,"after 2002","US player"
1153,1153,"Ivica Zubac","7-1",240,"None","Croatia",2016,2,"32",215.9,"","","","",NA,NA,NA,"after 2002","Foreign player"
1154,1154,"Cheick Diallo","6-9",220,"Kansas","Mali",2016,2,"33",205.74,"5.60%","8.50","9.75","8' 11.5''","7' 4.5''",224.79,273.05,"after 2002","Foreign player"
1155,1155,"Tyler Ulis","5-10",160,"Kentucky","USA",2016,2,"34",177.8,"5.20%","7.50","7.50","7' 4.5''","6' 2''",187.96,224.79,"after 2002","US player"
1156,1156,"Malcolm Brogdon","6-5",215,"Virginia","USA",2016,2,"36",195.58,"5.40%","9.00","10.25","8' 2''","6' 10.5''",209.55,248.92,"after 2002","US player"
1157,1157,"Chinanu Onuaku","6-10",245,"Louisville","USA",2016,2,"37",208.28,"8.55%","9.00","8.00","9' 0.5''","7' 2.75''",220.345,275.59,"after 2002","US player"
1158,1158,"Patrick McCaw","6-7",185,"UNLV","USA",2016,2,"38",200.66,"4.70%","8.75","8.75","8' 4.5''","6' 10''",208.28,255.27,"after 2002","US player"
1159,1159,"Dragan Bender","7-1",225,"None","Croatia",2016,1,"4",215.9,"","","","",NA,NA,NA,"after 2002","Foreign player"
1160,1160,"Diamond Stone","6-11",255,"Maryland","USA",2016,2,"40",210.82,"12.85%","8.50","7.75","9' 0.5''","7' 2.75''",220.345,275.59,"after 2002","US player"
1161,1161,"Stephen Zimmerman","7-0",240,"UNLV","USA",2016,2,"41",213.36,"11.15%","9.00","9.00","9' 0.5''","7' 3.25''",221.615,275.59,"after 2002","US player"
1162,1162,"Isaiah Whitehead","6-4",213,"Seton Hall","USA",2016,2,"42",193.04,"9.25%","8.50","8.75","8' 4''","6' 8.75''",205.105,254,"after 2002","US player"
1163,1163,"Zhou Qi","7-1",210,"None","China",2016,2,"43",215.9,"4.85%","9.25","9.50","9' 4.5''","7' 7.75''",233.045,285.75,"after 2002","Foreign player"
1164,1164,"Demetrius Jackson","6-1",201,"Notre Dame","USA",2016,2,"45",185.42,"6.50%","8.25","9.00","7' 9''","6' 5.5''",196.85,236.22,"after 2002","US player"
1165,1165,"AJ Hammons","7-0",260,"Purdue","USA",2016,2,"46",213.36,"","","","",NA,NA,NA,"after 2002","US player"
1166,1166,"Jake Layman","6-9",210,"Maryland","USA",2016,2,"47",205.74,"7.10%","8.25","9.25","8' 6''","6' 9.25''",206.375,259.08,"after 2002","US player"
1167,1167,"Paul Zipser","6-8",226,"None","Germany",2016,2,"48",203.2,"","","","",NA,NA,NA,"after 2002","Foreign player"
1168,1168,"Michael Gbinije","6-7",200,"Syracuse","USA",2016,2,"49",200.66,"5.40%","8.00","9.00","8' 5''","6' 7.5''",201.93,256.54,"after 2002","US player"
1169,1169,"Kris Dunn","6-4",210,"Providence","USA",2016,1,"5",193.04,"-%","-","-","8' 4''","6' 9.5''",207.01,254,"after 2002","US player"
1170,1170,"Georges Niang","6-6",231,"Iowa State","USA",2016,2,"50",198.12,"10.05%","9.25","9.25","8' 7''","6' 10''",208.28,261.62,"after 2002","US player"
1171,1171,"Ben Bentil","6-9",235,"Providence","Ghana",2016,2,"51",205.74,"9.70%","9.50","10.00","8' 9''","7' 1.5''",217.17,266.7,"after 2002","Foreign player"
1172,1172,"Joel Bolomboy","6-9",235,"Weber State","Ukraine",2016,2,"52",205.74,"5.15%","9.00","10.25","8' 7.5''","7' 1.75''",217.805,262.89,"after 2002","Foreign player"
1173,1173,"Kay Felder","5-9",176,"None","USA",2016,2,"54",175.26,"5.80%","8.25","8.50","7' 4.5''","6' 2.5''",189.23,224.79,"after 2002","US player"
1174,1174,"Marcus Paige","6-0",164,"North Carolina","USA",2016,2,"55",182.88,"4.30%","7.75","8.75","8' 1''","6' 6.25''",198.755,246.38,"after 2002","US player"
1175,1175,"Daniel Hamilton","6-7",195,"Connecticut","USA",2016,2,"56",200.66,"5.95%","9.00","8.50","8' 7.5''","6' 9''",205.74,262.89,"after 2002","US player"
1176,1176,"Abdel Nader","6-6",230,"Iowa State","Egypt",2016,2,"58",198.12,"","","","",NA,NA,NA,"after 2002","Foreign player"
1177,1177,"Buddy Hield","6-4",214,"Oklahoma","Bahamas",2016,1,"6",193.04,"6.10%","8.50","9.00","8' 5''","6' 9.25''",206.375,256.54,"after 2002","Foreign player"
1178,1178,"Tyrone Wallace","6-5",198,"California","USA",2016,2,"60",195.58,"","","","",NA,NA,NA,"after 2002","US player"
1179,1179,"Jamal Murray","6-4",207,"Kentucky","Canada",2016,1,"7",193.04,"","","","",NA,NA,NA,"after 2002","Foreign player"
1180,1180,"Marquese Chriss","6-10",240,"Washington","USA",2016,1,"8",208.28,"8.50%","9.00","9.00","8' 9''","7' 0.25''",213.995,266.7,"after 2002","US player"
1181,1181,"Jakob Poeltl","7-0",230,"Utah","Austria",2016,1,"9",213.36,"5.80%","9.25","10.25","9' 3.5''","7' 2.75''",220.345,283.21,"after 2002","Foreign player"
1182,1182,"Markelle Fultz","6-4",200,"Washington","USA",2017,1,"1",193.04,"-%","-","-","",NA,NA,NA,"after 2002","US player"
1183,1183,"Zach Collins","7-0",230,"Gonzaga","USA",2017,1,"10",213.36,"8.90%","8.75","9.25","9' 3''","7' 1''",215.9,281.94,"after 2002","US player"
1184,1184,"Malik Monk","6-3",200,"Kentucky","USA",2017,1,"11",190.5,"","","","",NA,NA,NA,"after 2002","US player"
1185,1185,"Luke Kennard","6-5",200,"Duke","USA",2017,1,"12",195.58,"6.60%","8.00","8.75","8' 2.5''","6' 5.25''",196.215,250.19,"after 2002","US player"
1186,1186,"Donovan Mitchell","6-3",215,"Louisville","USA",2017,1,"13",190.5,"5.90%","8.50","9.50","8' 1''","6' 10''",208.28,246.38,"after 2002","US player"
1187,1187,"Bam Adebayo","6-10",255,"Kentucky","USA",2017,1,"14",208.28,"","","","",NA,NA,NA,"after 2002","US player"
1188,1188,"Justin Jackson","6-8",210,"North Carolina","USA",2017,1,"15",203.2,"","","","",NA,NA,NA,"after 2002","US player"
1189,1189,"Justin Patton","7-0",236,"Creighton","USA",2017,1,"16",213.36,"7.80%","8.75","9.75","9' 3.5''","7' 3''",220.98,283.21,"after 2002","US player"
1190,1190,"D.J. Wilson","6-10",236,"Michigan","USA",2017,1,"17",208.28,"6.40%","9.25","10.25","9' 1.5''","7' 3''",220.98,278.13,"after 2002","US player"
1191,1191,"TJ Leaf","6-10",230,"UCLA","USA",2017,1,"18",208.28,"6.80%","8.50","9.50","8' 11''","6' 11''",210.82,271.78,"after 2002","US player"
1192,1192,"John Collins","6-10",235,"Wake Forest","USA",2017,1,"19",208.28,"5.40%","9.00","10.00","8' 10.5''","6' 11.25''",211.455,270.51,"after 2002","US player"
1193,1193,"Lonzo Ball","6-6",190,"UCLA","USA",2017,1,"2",198.12,"","","","",NA,NA,NA,"after 2002","US player"
1194,1194,"Harry Giles III","6-11",240,"Duke","USA",2017,1,"20",210.82,"","","","",NA,NA,NA,"after 2002","US player"
1195,1195,"Terrance Ferguson","6-7",184,"None","USA",2017,1,"21",200.66,"5.80%","8.50","10.00","8' 7''","6' 8.75''",205.105,261.62,"after 2002","US player"
1196,1196,"Jarrett Allen","6-11",234,"Texas","USA",2017,1,"22",210.82,"7.40%","9.50","10.50","9' 1.5''","7' 5.25''",226.695,278.13,"after 2002","US player"
1197,1197,"OG Anunoby","6-8",235,"Indiana","United Kingdo...",2017,1,"23",203.2,"6.80%","9.25","9.50","8' 11.5''","7' 2.25''",219.075,273.05,"after 2002","Foreign player"
1198,1198,"Tyler Lydon","6-9",220,"Syracuse","USA",2017,1,"24",205.74,"13.60%","8.75","8.75","8' 11.5''","7' 0''",213.36,273.05,"after 2002","US player"
1199,1199,"Anzejs Pasecniks","7-2",229,"None","Latvia",2017,1,"25",218.44,"","","","",NA,NA,NA,"after 2002","Foreign player"
1200,1200,"Caleb Swanigan","6-8",250,"Purdue","USA",2017,1,"26",203.2,"-%","9.50","10.25","9' 0''","7' 3''",220.98,274.32,"after 2002","US player"
1201,1201,"Kyle Kuzma","6-9",220,"Utah","USA",2017,1,"27",205.74,"9.40%","8.50","9.50","8' 11.5''","7' 0.25''",213.995,273.05,"after 2002","US player"
1202,1202,"Tony Bradley","6-10",248,"North Carolina","USA",2017,1,"28",208.28,"12.00%","9.50","9.50","9' 4.5''","7' 5''",226.06,285.75,"after 2002","US player"
1203,1203,"Derrick White","6-4",190,"Colorado","USA",2017,1,"29",193.04,"6.20%","8.25","8.50","8' 5.5''","6' 7.5''",201.93,257.81,"after 2002","US player"
1204,1204,"Jayson Tatum","6-8",205,"Duke","USA",2017,1,"3",203.2,"","","","",NA,NA,NA,"after 2002","US player"
1205,1205,"Josh Hart","6-5",215,"Villanova","USA",2017,1,"30",195.58,"5.80%","8.50","9.50","8' 5''","6' 8.25''",203.835,256.54,"after 2002","US player"
1206,1206,"Frank Jackson","6-3",205,"Duke","USA",2017,2,"31",190.5,"6.70%","8.25","9.00","8' 2''","6' 7.5''",201.93,248.92,"after 2002","US player"
1207,1207,"Davon Reed","6-6",210,"Miami","USA",2017,2,"32",198.12,"6.50%","9.25","9.50","8' 6''","7' 0''",213.36,259.08,"after 2002","US player"
1208,1208,"Wes Iwundu","6-7",195,"Kansas State","USA",2017,2,"33",200.66,"","","","",NA,NA,NA,"after 2002","US player"
1209,1209,"Frank Mason","5-11",190,"Kansas","USA",2017,2,"34",180.34,"","","","",NA,NA,NA,"after 2002","US player"
1210,1210,"Ivan Rabb","6-10",220,"University of California, Berkeley","USA",2017,2,"35",208.28,"6.80%","8.75","9.00","9' 1''","7' 1.5''",217.17,276.86,"after 2002","US player"
1211,1211,"Jonah Bolden","6-8",225,"None","Australia",2017,2,"36",203.2,"","","","",NA,NA,NA,"after 2002","Foreign player"
1212,1212,"Semi Ojeleye","6-7",235,"Southern Methodist","USA",2017,2,"37",200.66,"5.50%","8.75","9.50","8' 6''","6' 9.75''",207.645,259.08,"after 2002","US player"
1213,1213,"Jordan Bell","6-9",224,"Oregon","USA",2017,2,"38",205.74,"5.40%","9.25","9.50","8' 8.5''","6' 11.75''",212.725,265.43,"after 2002","US player"
1214,1214,"Jawun Evans","6-0",190,"Oklahoma State","USA",2017,2,"39",182.88,"9.10%","8.00","7.75","7' 11''","6' 5.5''",196.85,241.3,"after 2002","US player"
1215,1215,"Josh Jackson","6-8",200,"Kansas","USA",2017,1,"4",203.2,"","","","",NA,NA,NA,"after 2002","US player"
1216,1216,"Dwayne Bacon","6-7",221,"Florida State","USA",2017,2,"40",200.66,"7.90%","8.75","10.00","8' 7.5''","6' 10''",208.28,262.89,"after 2002","US player"
1217,1217,"Tyler Dorsey","6-5",183,"Oregon","USA",2017,2,"41",195.58,"4.70%","8.50","9.25","8' 3.5''","6' 5.25''",196.215,252.73,"after 2002","US player"
1218,1218,"Thomas Bryant","6-10",248,"Indiana","USA",2017,2,"42",208.28,"9.40%","9.50","10.25","9' 4.5''","7' 6''",228.6,285.75,"after 2002","US player"
1219,1219,"Isaiah Hartenstein","7-0",250,"None","Germany",2017,2,"43",213.36,"","","","",NA,NA,NA,"after 2002","Foreign player"
1220,1220,"Damyean Dotson","6-5",210,"Houston","USA",2017,2,"44",195.58,"5.30%","8.50","9.25","8' 4''","6' 9''",205.74,254,"after 2002","US player"
1221,1221,"Dillon Brooks","6-6",220,"Oregon","Canada",2017,2,"45",198.12,"7.50%","8.25","9.25","8' 4.5''","6' 6''",198.12,255.27,"after 2002","Foreign player"
1222,1222,"Sterling Brown","6-6",230,"Southern Methodist","USA",2017,2,"46",198.12,"","","","",NA,NA,NA,"after 2002","US player"
1223,1223,"Ike Anigbogu","6-10",262,"UCLA","USA",2017,2,"47",208.28,"5.40%","9.50","10.00","9' 2.5''","7' 6.25''",229.235,280.67,"after 2002","US player"
1224,1224,"Sindarius Thornwell","6-5",215,"South Carolina","USA",2017,2,"48",195.58,"7.80%","8.75","8.75","8' 7''","6' 10''",208.28,261.62,"after 2002","US player"
1225,1225,"Vlatko Cancar","6-8",236,"None","Slovenia",2017,2,"49",203.2,"","","","",NA,NA,NA,"after 2002","Foreign player"
1226,1226,"De'Aaron Fox","6-3",175,"Kentucky","USA",2017,1,"5",190.5,"","","","",NA,NA,NA,"after 2002","US player"
1227,1227,"Monte Morris","6-3",175,"Iowa State","USA",2017,2,"51",190.5,"6.90%","8.25","8.75","8' 0.5''","6' 4''",193.04,245.11,"after 2002","US player"
1228,1228,"Edmond Sumner","6-5",188,"Xavier","USA",2017,2,"52",195.58,"8.30%","8.25","9.00","8' 6.5''","6' 9''",205.74,260.35,"after 2002","US player"
1229,1229,"Kadeem Allen","6-3",200,"Arizona","USA",2017,2,"53",190.5,"6.40%","8.50","8.75","8' 3.5''","6' 9.25''",206.375,252.73,"after 2002","US player"
1230,1230,"Alec Peters","6-9",235,"Valparaiso","USA",2017,2,"54",205.74,"8.80%","8.75","10.00","8' 9''","6' 10.75''",210.185,266.7,"after 2002","US player"
1231,1231,"Nigel Williams-Goss","6-2",190,"Gonzaga","USA",2017,2,"55",187.96,"5.60%","8.75","9.25","8' 3''","6' 7.25''",201.295,251.46,"after 2002","US player"
1232,1232,"Jabari Bird","6-6",198,"California","USA",2017,2,"56",198.12,"","","","",NA,NA,NA,"after 2002","US player"
1233,1233,"Jaron Blossomgame","6-8",220,"Clemson","USA",2017,2,"59",203.2,"5.70%","8.75","10.25","8' 8.5''","6' 10''",208.28,265.43,"after 2002","US player"
1234,1234,"Jonathan Isaac","6-10",210,"Florida State","USA",2017,1,"6",208.28,"","","","",NA,NA,NA,"after 2002","US player"
1235,1235,"Lauri Markkanen","7-0",230,"Arizona","Finland",2017,1,"7",213.36,"","","","",NA,NA,NA,"after 2002","Foreign player"
1236,1236,"Frank Ntilikina","6-5",190,"None","France",2017,1,"8",195.58,"","","","",NA,NA,NA,"after 2002","Foreign player"
1237,1237,"Dennis Smith Jr.","6-3",195,"North Carolina State","USA",2017,1,"9",190.5,"","","","",NA,NA,NA,"after 2002","US player"
1238,1238,"Deandre Ayton","6-11",250,"Arizona","Bahamas",2018,1,"1",210.82,"","","","",NA,NA,NA,"after 2002","Foreign player"
1239,1239,"Mikal Bridges","6-6",209,"Villanova","USA",2018,1,"10",198.12,"","","","",NA,NA,NA,"after 2002","US player"
1240,1240,"Shai Gilgeous-Alexander","6-5",180,"Kentucky","Canada",2018,1,"11",195.58,"3.00%","9.0","9.0","8' 8''","6' 11.5''",212.09,264.16,"after 2002","Foreign player"
1241,1241,"Miles Bridges","6-6",225,"Michigan State","USA",2018,1,"12",198.12,"5.90%","9.0","9.75","8' 7.5''","6' 9.5''",207.01,262.89,"after 2002","US player"
1242,1242,"Jerome Robinson","6-4",190,"Boston College","USA",2018,1,"13",193.04,"6.05%","9.0","10.0","8' 2''","6' 7.25''",201.295,248.92,"after 2002","US player"
1243,1243,"Michael Porter Jr.","6-10",218,"Missouri","USA",2018,1,"14",208.28,"","","","",NA,NA,NA,"after 2002","US player"
1244,1244,"Troy Brown Jr.","6-6",215,"Oregon","USA",2018,1,"15",198.12,"","","","",NA,NA,NA,"after 2002","US player"
1245,1245,"Zhaire Smith","6-3",205,"Texas Tech","USA",2018,1,"16",190.5,"6.05%","8.75","8.25","8' 4''","6' 9.75''",207.645,254,"after 2002","US player"
1246,1246,"Donte DiVincenzo","6-4",203,"Villanova","USA",2018,1,"17",193.04,"5.00%","8.25","9.0","8' 1.5''","6' 6''",198.12,247.65,"after 2002","US player"
