"X","Unnamed..0","Player","Height","Weight","College","Country","Draft_Year","Draft_Round","Draft_Number","Height_cm","Body_fat","Hand_length","Hand_width","Standing_reach","Wingspan","Wingspan_cm","Standing_reach_cm","period","Nationality"
1524,1524,"Juan Toscano-Anderson","6-6",209,"None","USA",0,NA,NA,198.12,"","","","",NA,NA,NA,"before 2002","US player"
1525,1525,"Justin Robinson","6-1",195,"None","USA",0,NA,NA,185.42,"","","","",NA,NA,NA,"before 2002","US player"
1526,1526,"Juwan Morgan","6-7",232,"Indiana","USA",0,NA,NA,200.66,"","","","",NA,NA,NA,"before 2002","US player"
1527,1527,"Kelan Martin","6-5",230,"None","USA",0,NA,NA,195.58,"","","","",NA,NA,NA,"before 2002","US player"
1528,1528,"Kendrick Nunn","6-2",190,"Oakland","USA",0,NA,NA,187.96,"","","","",NA,NA,NA,"before 2002","US player"
1529,1529,"Kenrich Williams","6-6",210,"None","USA",0,NA,NA,198.12,"","","","",NA,NA,NA,"before 2002","US player"
1530,1530,"Ky Bowman","6-1",187,"None","USA",0,NA,NA,185.42,"","","","",NA,NA,NA,"before 2002","US player"
1531,1531,"Louis King","6-7",205,"None","USA",0,NA,NA,200.66,"","","","",NA,NA,NA,"before 2002","US player"
1532,1532,"Luguentz Dort","6-3",215,"None","Canada",0,NA,NA,190.5,"","","","",NA,NA,NA,"before 2002","Foreign player"
1533,1533,"Malik Newman","6-3",190,"Kansas","USA",0,NA,NA,190.5,"","","","",NA,NA,NA,"before 2002","US player"
1534,1534,"Marko Guduric","6-6",201,"None","Serbia",0,NA,NA,198.12,"","","","",NA,NA,NA,"before 2002","Foreign player"
1535,1535,"Marques Bolden","6-10",249,"None","USA",0,NA,NA,208.28,"","","","",NA,NA,NA,"before 2002","US player"
1536,1536,"Matt Mooney","6-2",199,"Texas Tech","USA",0,NA,NA,187.96,"","","","",NA,NA,NA,"before 2002","US player"
1537,1537,"Matt Thomas","6-4",190,"Iowa State","USA",0,NA,NA,193.04,"","","","",NA,NA,NA,"before 2002","US player"
1538,1538,"Max Strus","6-5",215,"None","USA",0,NA,NA,195.58,"","","","",NA,NA,NA,"before 2002","US player"
1539,1539,"Michael Frazier","6-3",200,"Florida","USA",0,NA,NA,190.5,"","","","",NA,NA,NA,"before 2002","US player"
1540,1540,"Moses Brown","7-2",245,"None","USA",0,NA,NA,218.44,"","","","",NA,NA,NA,"before 2002","US player"
1541,1541,"Mychal Mulder","6-3",184,"Kentucky","Canada",0,NA,NA,190.5,"","","","",NA,NA,NA,"before 2002","Foreign player"
1542,1542,"Naz Reid","6-9",264,"None","USA",0,NA,NA,205.74,"","","","",NA,NA,NA,"before 2002","US player"
1543,1543,"Nicolo Melli","6-9",236,"None","Italy",0,NA,NA,205.74,"","","","",NA,NA,NA,"before 2002","Foreign player"
1544,1544,"Norvel Pelle","6-10",231,"None","USA",0,NA,NA,208.28,"","","","",NA,NA,NA,"before 2002","US player"
1545,1545,"Oshae Brissett","6-7",210,"None","Canada",0,NA,NA,200.66,"","","","",NA,NA,NA,"before 2002","Foreign player"
1546,1546,"Paul Watson","6-6",210,"Fresno State","USA",0,NA,NA,198.12,"","","","",NA,NA,NA,"before 2002","US player"
1547,1547,"Rayjon Tucker","6-3",209,"None","USA",0,NA,NA,190.5,"","","","",NA,NA,NA,"before 2002","US player"
1548,1548,"Ryan Broekhoff","6-6",215,"None","Australia",0,NA,NA,198.12,"","","","",NA,NA,NA,"before 2002","Foreign player"
1549,1549,"Shamorie Ponds","6-0",175,"None","USA",0,NA,NA,182.88,"","","","",NA,NA,NA,"before 2002","US player"
1550,1550,"Stanton Kidd","6-6",216,"Colorado State","USA",0,NA,NA,198.12,"","","","",NA,NA,NA,"before 2002","US player"
1551,1551,"Tacko Fall","7-5",311,"None","Senegal",0,NA,NA,226.06,"","","","",NA,NA,NA,"before 2002","Foreign player"
1552,1552,"Tariq Owens","6-10",205,"Texas Tech","USA",0,NA,NA,208.28,"","","","",NA,NA,NA,"before 2002","US player"
1553,1553,"Terence Davis","6-4",201,"None","USA",0,NA,NA,193.04,"","","","",NA,NA,NA,"before 2002","US player"
1554,1554,"Theo Pinson","6-5",212,"None","USA",0,NA,NA,195.58,"","","","",NA,NA,NA,"before 2002","US player"
1555,1555,"Tyler Cook","6-8",255,"None","USA",0,NA,NA,203.2,"","","","",NA,NA,NA,"before 2002","US player"
1556,1556,"Vic Law","6-7",201,"Northwestern","USA",0,NA,NA,200.66,"","","","",NA,NA,NA,"before 2002","US player"
1557,1557,"Vincent Poirier","7-0",235,"None","France",0,NA,NA,213.36,"","","","",NA,NA,NA,"before 2002","Foreign player"
1558,1558,"Wenyen Gabriel","6-9",205,"None","Sudan",0,NA,NA,205.74,"","","","",NA,NA,NA,"before 2002","Foreign player"
1559,1559,"William Howard","6-8",207,"None","France",0,NA,NA,203.2,"","","","",NA,NA,NA,"before 2002","Foreign player"
1560,1560,"Yuta Watanabe","6-8",215,"George Washington","Japan",0,NA,NA,203.2,"","","","",NA,NA,NA,"before 2002","Foreign player"
1561,1561,"Zach Norvell Jr.","6-5",205,"None","USA",0,NA,NA,195.58,"","","","",NA,NA,NA,"before 2002","US player"
1562,1562,"Zylan Cheatham","6-5",220,"None","USA",0,NA,NA,195.58,"","","","",NA,NA,NA,"before 2002","US player"
1563,1563,"Alex Stepheson","6-10",270,"USC","USA",0,NA,NA,208.28,"","","","",NA,NA,NA,"before 2002","US player"
1564,1564,"Axel Toupane","6-7",210,"None","France",0,NA,NA,200.66,"","","","",NA,NA,NA,"before 2002","Foreign player"
1565,1565,"Bryce Cotton","6-1",165,"Providence","USA",0,NA,NA,185.42,"","","","",NA,NA,NA,"before 2002","US player"
1566,1566,"Bryce Dejean-Jones","6-6",203,"Iowa State","USA",0,NA,NA,198.12,"","","","",NA,NA,NA,"before 2002","US player"
1567,1567,"Christian Wood","6-11",220,"UNLV","USA",0,NA,NA,210.82,"","","","",NA,NA,NA,"before 2002","US player"
1568,1568,"Cliff Alexander","6-8",240,"Kansas","USA",0,NA,NA,203.2,"","","","",NA,NA,NA,"before 2002","US player"
1569,1569,"Coty Clarke","6-7",225,"None","USA",0,NA,NA,200.66,"","","","",NA,NA,NA,"before 2002","US player"
1570,1570,"Damjan Rudez","6-9",230,"None","Croatia",0,NA,NA,205.74,"","","","",NA,NA,NA,"before 2002","Foreign player"
1571,1571,"Duje Dukan","6-9",220,"Wisconsin","Croatia",0,NA,NA,205.74,"","","","",NA,NA,NA,"before 2002","Foreign player"
1572,1572,"Elijah Millsap","6-6",225,"None","USA",0,NA,NA,198.12,"","","","",NA,NA,NA,"before 2002","US player"
1573,1573,"Hollis Thompson","6-8",206,"Georgetown","USA",0,NA,NA,203.2,"","","","",NA,NA,NA,"before 2002","US player"
1574,1574,"JJ O'Brien","6-7",220,"San Diego State","USA",0,NA,NA,200.66,"","","","",NA,NA,NA,"before 2002","US player"
1575,1575,"Jorge Gutierrez","6-3",189,"California","Mexico",0,NA,NA,190.5,"","","","",NA,NA,NA,"before 2002","Foreign player"
1576,1576,"Keith Appling","6-1",185,"Michigan State","USA",0,NA,NA,185.42,"","","","",NA,NA,NA,"before 2002","US player"
1577,1577,"Marcelo Huertas","6-3",200,"None","Brazil",0,NA,NA,190.5,"","","","",NA,NA,NA,"before 2002","Foreign player"
1578,1578,"Phil Pressey","5-11",175,"Missouri","USA",0,NA,NA,180.34,"","","","",NA,NA,NA,"before 2002","US player"
1579,1579,"Seth Curry","6-2",185,"Duke","USA",0,NA,NA,187.96,"","","","",NA,NA,NA,"before 2002","US player"
1580,1580,"Shayne Whittington","6-11",250,"Western Michigan","USA",0,NA,NA,210.82,"","","","",NA,NA,NA,"before 2002","US player"
1581,1581,"Alexey Shved","6-6",182,"None","Russia",0,NA,NA,198.12,"","","","",NA,NA,NA,"before 2002","Foreign player"
1582,1582,"Ben Hansbrough","6-3",203,"Notre Dame","USA",0,NA,NA,190.5,"","","","",NA,NA,NA,"before 2002","US player"
1583,1583,"Brian Roberts","6-1",180,"University of Dayton","USA",0,NA,NA,185.42,"","","","",NA,NA,NA,"before 2002","US player"
1584,1584,"Chris Copeland","6-8",225,"Colorado","USA",0,NA,NA,203.2,"","","","",NA,NA,NA,"before 2002","US player"
1585,1585,"DeQuan Jones","6-8",221,"Miami (FL)","USA",0,NA,NA,203.2,"","","","",NA,NA,NA,"before 2002","US player"
1586,1586,"Diante Garrett","6-4",190,"Iowa State","",0,NA,NA,193.04,"","","","",NA,NA,NA,"before 2002","Foreign player"
1587,1587,"Henry Sims","6-10",245,"Georgetown","USA",0,NA,NA,208.28,"","","","",NA,NA,NA,"before 2002","US player"
1588,1588,"Josh Akognon","5-11",185,"Cal State-Fullerton","USA",0,NA,NA,180.34,"","","","",NA,NA,NA,"before 2002","US player"
1589,1589,"Kevin Jones","6-8",260,"West Virginia","USA",0,NA,NA,203.2,"","","","",NA,NA,NA,"before 2002","US player"
1590,1590,"Luke Zeller","6-11",245,"Notre Dame","USA",0,NA,NA,210.82,"","","","",NA,NA,NA,"before 2002","US player"
1591,1591,"Maalik Wayns","6-1",195,"Villanova","USA",0,NA,NA,185.42,"","","","",NA,NA,NA,"before 2002","US player"
1592,1592,"Pablo Prigioni","6-3",185,"None","Argentina",0,NA,NA,190.5,"","","","",NA,NA,NA,"before 2002","Foreign player"
1593,1593,"Scott Machado","6-1",205,"Iona","USA",0,NA,NA,185.42,"","","","",NA,NA,NA,"before 2002","US player"
1594,1594,"Tim Ohlbrecht","6-11",255,"None","Germany",0,NA,NA,210.82,"","","","",NA,NA,NA,"before 2002","Foreign player"
1595,1595,"Viacheslav Kravtsov","6-11",247,"None","Ukraine",0,NA,NA,210.82,"","","","",NA,NA,NA,"before 2002","Foreign player"
1596,1596,"Antonio Anderson","6-6",215,"Memphis","USA",0,NA,NA,198.12,"","","","",NA,NA,NA,"before 2002","US player"
1597,1597,"Cedric Jackson","6-3",190,"Cleveland State","USA",0,NA,NA,190.5,"","","","",NA,NA,NA,"before 2002","US player"
1598,1598,"Chris Hunter","6-11",240,"Michigan","USA",0,NA,NA,210.82,"","","","",NA,NA,NA,"before 2002","US player"
1599,1599,"Jawad Williams","6-9",218,"North Carolina","USA",0,NA,NA,205.74,"","","","",NA,NA,NA,"before 2002","US player"
1600,1600,"Marcus Landry","6-7",230,"Wisconsin","USA",0,NA,NA,200.66,"","","","",NA,NA,NA,"before 2002","US player"
1601,1601,"Oliver Lafayette","6-2",190,"Houston","USA",0,NA,NA,187.96,"","","","",NA,NA,NA,"before 2002","US player"
1602,1602,"Othello Hunter","6-8",225,"Ohio State","USA",0,NA,NA,203.2,"","","","",NA,NA,NA,"before 2002","US player"
1603,1603,"Othyus Jeffers","6-5",210,"Robert Morris (IL)","USA",0,NA,NA,195.58,"","","","",NA,NA,NA,"before 2002","US player"
1604,1604,"Pops Mensah-Bonsu","6-9",235,"George Washington","USA",0,NA,NA,205.74,"","","","",NA,NA,NA,"before 2002","US player"
1605,1605,"Trey Gilder","6-9",205,"Northwestern State","USA",0,NA,NA,205.74,"","","","",NA,NA,NA,"before 2002","US player"
1606,1606,"Will Conroy","6-2",195,"Washington","USA",0,NA,NA,187.96,"","","","",NA,NA,NA,"before 2002","US player"
1607,1607,"Adam Harrington","6-5",200,"Auburn","USA",0,NA,NA,195.58,"","","","",NA,NA,NA,"before 2002","US player"
1608,1608,"Antoine Rigaudeau","6-7",210,"None","USA",0,NA,NA,200.66,"","","","",NA,NA,NA,"before 2002","US player"
1609,1609,"Brandon Williams","6-6",215,"Davidson","USA",0,NA,NA,198.12,"","","","",NA,NA,NA,"before 2002","US player"
1610,1610,"Cezary Trybanski","7-2",240,"None","Poland",0,NA,NA,218.44,"","","","",NA,NA,NA,"before 2002","Foreign player"
1611,1611,"J.R. Bremer","6-2",185,"St. Bonaventure","USA",0,NA,NA,187.96,"","","","",NA,NA,NA,"before 2002","US player"
1612,1612,"Juaquin Hawkins","6-7",205,"Long Beach State","USA",0,NA,NA,200.66,"","","","",NA,NA,NA,"before 2002","US player"
1613,1613,"Junior Harrington","6-4",190,"Wingate","USA",0,NA,NA,193.04,"","","","",NA,NA,NA,"before 2002","US player"
1614,1614,"Mike Batiste","6-8",225,"Arizona State","USA",0,NA,NA,203.2,"","","","",NA,NA,NA,"before 2002","US player"
1615,1615,"Nate Huffman","7-1",245,"Central Michigan","USA",0,NA,NA,215.9,"","","","",NA,NA,NA,"before 2002","US player"
1616,1616,"Pat Burke","6-11",250,"Auburn","Ireland",0,NA,NA,210.82,"","","","",NA,NA,NA,"before 2002","Foreign player"
1617,1617,"Paul Shirley","6-10",230,"Iowa State","USA",0,NA,NA,208.28,"","","","",NA,NA,NA,"before 2002","US player"
1618,1618,"Pepe Sanchez","6-4",195,"Temple","Argentina",0,NA,NA,193.04,"","","","",NA,NA,NA,"before 2002","Foreign player"
1619,1619,"Predrag Savovic","6-6",225,"Hawaii","Yugoslavia",0,NA,NA,198.12,"","","","",NA,NA,NA,"before 2002","Foreign player"
1620,1620,"Ruben Wolkowyski","6-10",275,"None","Argentina",0,NA,NA,208.28,"","","","",NA,NA,NA,"before 2002","Foreign player"
1621,1621,"Andre Barrett","5-10",173,"Seton Hall","",0,NA,NA,177.8,"","","","",NA,NA,NA,"before 2002","Foreign player"
1622,1622,"Andre Brown","6-9",245,"DePaul","USA",0,NA,NA,205.74,"","","","",NA,NA,NA,"before 2002","US player"
1623,1623,"Andre Owens","6-4",200,"Houston","USA",0,NA,NA,193.04,"","","","",NA,NA,NA,"before 2002","US player"
1624,1624,"Awvee Storey","6-6",225,"Arizona State","USA",0,NA,NA,198.12,"","","","",NA,NA,NA,"before 2002","US player"
1625,1625,"Billy Thomas","6-5",220,"Kansas","USA",0,NA,NA,195.58,"","","","",NA,NA,NA,"before 2002","US player"
1626,1626,"Chris Quinn","6-2",175,"Notre Dame","USA",0,NA,NA,187.96,"","","","",NA,NA,NA,"before 2002","US player"
1627,1627,"Coby Karl","6-5",215,"Boise State","",0,NA,NA,195.58,"","","","",NA,NA,NA,"before 2002","Foreign player"
1628,1628,"Courtney Sims","6-11",245,"Michigan","USA",0,NA,NA,210.82,"","","","",NA,NA,NA,"before 2002","US player"
1629,1629,"DJ Mbenga","7-0",255,"None","",0,NA,NA,213.36,"","","","",NA,NA,NA,"before 2002","Foreign player"
1630,1630,"Darius Washington","6-2",195,"Memphis","USA",0,NA,NA,187.96,"","","","",NA,NA,NA,"before 2002","US player"
1631,1631,"Devin Brown","6-5",210,"Texas-San Antonio","USA",0,NA,NA,195.58,"","","","",NA,NA,NA,"before 2002","US player"
1632,1632,"Dwayne Jones","6-11",251,"None","USA",0,NA,NA,210.82,"","","","",NA,NA,NA,"before 2002","US player"
1633,1633,"Fabricio Oberto","6-10",245,"None","Argentina",0,NA,NA,208.28,"","","","",NA,NA,NA,"before 2002","Foreign player"
1634,1634,"Ime Udoka","6-5",220,"Portland State","USA",0,NA,NA,195.58,"","","","",NA,NA,NA,"before 2002","US player"
1635,1635,"Jeremy Richardson","6-7",195,"Delta State","USA",0,NA,NA,200.66,"","","","",NA,NA,NA,"before 2002","US player"
1636,1636,"Jorge Garbajosa","6-9",245,"None","USA",0,NA,NA,205.74,"","","","",NA,NA,NA,"before 2002","US player"
1637,1637,"Josh Powell","6-9",240,"North Carolina State","USA",0,NA,NA,205.74,"","","","",NA,NA,NA,"before 2002","US player"
1638,1638,"Justin Williams","6-10",260,"Wyoming","USA",0,NA,NA,208.28,"","","","",NA,NA,NA,"before 2002","US player"
1639,1639,"Kasib Powell","6-7",215,"Texas Tech","USA",0,NA,NA,200.66,"","","","",NA,NA,NA,"before 2002","US player"
1640,1640,"Keith Langford","6-4",215,"Kansas","USA",0,NA,NA,193.04,"","","","",NA,NA,NA,"before 2002","US player"
1641,1641,"Lance Allred","6-11",250,"Weber State","USA",0,NA,NA,210.82,"","","","",NA,NA,NA,"before 2002","US player"
1642,1642,"Linton Johnson","6-8",205,"Tulane","USA",0,NA,NA,203.2,"","","","",NA,NA,NA,"before 2002","US player"
1643,1643,"Mario West","6-5",210,"Georgia Tech","USA",0,NA,NA,195.58,"","","","",NA,NA,NA,"before 2002","US player"
1644,1644,"Mike Harris","6-6",240,"Rice","USA",0,NA,NA,198.12,"","","","",NA,NA,NA,"before 2002","US player"
1645,1645,"Mike Wilks","5-10",180,"Rice","USA",0,NA,NA,177.8,"","","","",NA,NA,NA,"before 2002","US player"
1646,1646,"Quinton Ross","6-6",193,"Southern Methodist","USA",0,NA,NA,198.12,"","","","",NA,NA,NA,"before 2002","US player"
1647,1647,"Randolph Morris","6-11",260,"Kentucky","USA",0,NA,NA,210.82,"","","","",NA,NA,NA,"before 2002","US player"
1648,1648,"Richie Frahm","6-5",202,"Gonzaga","USA",0,NA,NA,195.58,"","","","",NA,NA,NA,"before 2002","US player"
1649,1649,"Ronald Dupree","6-7",209,"Louisiana State","USA",0,NA,NA,200.66,"","","","",NA,NA,NA,"before 2002","US player"
1650,1650,"Shavlik Randolph","6-10",240,"Duke","USA",0,NA,NA,208.28,"","","","",NA,NA,NA,"before 2002","US player"
1651,1651,"Smush Parker","6-4",190,"Fordham","USA",0,NA,NA,193.04,"","","","",NA,NA,NA,"before 2002","US player"
1652,1652,"Stephen Graham","6-6",215,"Oklahoma State","USA",0,NA,NA,198.12,"","","","",NA,NA,NA,"before 2002","US player"
1653,1653,"Tarence Kinsey","6-6",179,"South Carolina","USA",0,NA,NA,198.12,"","","","",NA,NA,NA,"before 2002","US player"
1654,1654,"Thomas Gardner","6-5",225,"Missouri","USA",0,NA,NA,195.58,"","","","",NA,NA,NA,"before 2002","US player"
1655,1655,"Walter Herrmann","6-9",225,"None","USA",0,NA,NA,205.74,"","","","",NA,NA,NA,"before 2002","US player"
1656,1656,"Yakhouba Diawara","6-7",225,"Pepperdine","USA",0,NA,NA,200.66,"","","","",NA,NA,NA,"before 2002","US player"
1657,1657,"Aaron Williams","6-9",240,"Xavier","USA",0,NA,NA,205.74,"","","","",NA,NA,NA,"before 2002","US player"
1658,1658,"Adrian Griffin","6-5",215,"Seton Hall","USA",0,NA,NA,195.58,"","","","",NA,NA,NA,"before 2002","US player"
1659,1659,"Art Long","6-9",253,"Cincinnati","USA",0,NA,NA,205.74,"","","","",NA,NA,NA,"before 2002","US player"
1660,1660,"Avery Johnson","5-11",180,"Southern","USA",0,NA,NA,180.34,"","","","",NA,NA,NA,"before 2002","US player"
1661,1661,"Bo Outlaw","6-8",210,"Houston","USA",0,NA,NA,203.2,"","","","",NA,NA,NA,"before 2002","US player"
1662,1662,"Bruce Bowen","6-7",200,"Cal State-Fullerton","USA",0,NA,NA,200.66,"","","","",NA,NA,NA,"before 2002","US player"
1663,1663,"Carlos Arroyo","6-2",202,"Florida International","Puerto Rico",0,NA,NA,187.96,"","","","",NA,NA,NA,"before 2002","Foreign player"
1664,1664,"Charlie Bell","6-3",200,"Michigan State","",0,NA,NA,190.5,"","","","",NA,NA,NA,"before 2002","Foreign player"
1665,1665,"Chris Childs","6-3",195,"Boise State","USA",0,NA,NA,190.5,"","","","",NA,NA,NA,"before 2002","US player"
1666,1666,"Chucky Atkins","5-11",160,"South Florida","USA",0,NA,NA,180.34,"","","","",NA,NA,NA,"before 2002","US player"
1667,1667,"Damon Jones","6-3",185,"Houston","USA",0,NA,NA,190.5,"","","","",NA,NA,NA,"before 2002","US player"
1668,1668,"Daniel Santiago","7-1",256,"Saint Vincent","Puerto Rico",0,NA,NA,215.9,"","","","",NA,NA,NA,"before 2002","Foreign player"
1669,1669,"Darrell Armstrong","6-1",180,"Fayetteville State","USA",0,NA,NA,185.42,"","","","",NA,NA,NA,"before 2002","US player"
1670,1670,"Darrick Martin","5-11",170,"UCLA","",0,NA,NA,180.34,"","","","",NA,NA,NA,"before 2002","Foreign player"
1671,1671,"Darvin Ham","6-7",230,"Texas Tech","USA",0,NA,NA,200.66,"","","","",NA,NA,NA,"before 2002","US player"
1672,1672,"David Wesley","6-1",203,"Baylor","USA",0,NA,NA,185.42,"","","","",NA,NA,NA,"before 2002","US player"
1673,1673,"Dean Oliver","5-11",175,"Iowa","USA",0,NA,NA,180.34,"","","","",NA,NA,NA,"before 2002","US player"
1674,1674,"Eddie Gill","6-0",190,"Weber State","USA",0,NA,NA,182.88,"","","","",NA,NA,NA,"before 2002","US player"
1675,1675,"Eddie Robinson","6-9",205,"Central Oklahoma","USA",0,NA,NA,205.74,"","","","",NA,NA,NA,"before 2002","US player"
1676,1676,"Emanual Davis","6-5",195,"Delaware State","USA",0,NA,NA,195.58,"","","","",NA,NA,NA,"before 2002","US player"
1677,1677,"Erick Strickland","6-3",218,"Nebraska","USA",0,NA,NA,190.5,"","","","",NA,NA,NA,"before 2002","US player"
1678,1678,"Harold Jamison","6-9",269,"Clemson","USA",0,NA,NA,205.74,"","","","",NA,NA,NA,"before 2002","US player"
1679,1679,"Ira Newble","6-7",215,"Miami (OH)","USA",0,NA,NA,200.66,"","","","",NA,NA,NA,"before 2002","US player"
1680,1680,"Jaren Jackson","6-6",225,"Georgetown","USA",0,NA,NA,198.12,"","","","",NA,NA,NA,"before 2002","US player"
1681,1681,"Jermaine Jackson","6-5",204,"Detroit Mercy","USA",0,NA,NA,195.58,"","","","",NA,NA,NA,"before 2002","US player"
1682,1682,"Joe Crispin","6-0",185,"Penn State","USA",0,NA,NA,182.88,"","","","",NA,NA,NA,"before 2002","US player"
1683,1683,"John Amaechi","6-10",270,"Penn State","England",0,NA,NA,208.28,"","","","",NA,NA,NA,"before 2002","Foreign player"
1684,1684,"John Starks","6-5",190,"Oklahoma State","USA",0,NA,NA,195.58,"","","","",NA,NA,NA,"before 2002","US player"
1685,1685,"Kevin Ollie","6-2",195,"Connecticut","USA",0,NA,NA,187.96,"","","","",NA,NA,NA,"before 2002","US player"
1686,1686,"Larry Robinson","6-3",180,"Centenary (LA)","USA",0,NA,NA,190.5,"","","","",NA,NA,NA,"before 2002","US player"
1687,1687,"Malik Allen","6-10",255,"Villanova","USA",0,NA,NA,208.28,"","","","",NA,NA,NA,"before 2002","US player"
1688,1688,"Mark Strickland","6-10",220,"Temple","USA",0,NA,NA,208.28,"","","","",NA,NA,NA,"before 2002","US player"
1689,1689,"Mengke Bateer","6-11",290,"None","China",0,NA,NA,210.82,"","","","",NA,NA,NA,"before 2002","Foreign player"
1690,1690,"Michael Curry","6-5",210,"Georgia Southern","USA",0,NA,NA,195.58,"","","","",NA,NA,NA,"before 2002","US player"
1691,1691,"Michael Stewart","6-10",230,"California","USA",0,NA,NA,208.28,"","","","",NA,NA,NA,"before 2002","US player"
1692,1692,"Mike Penberthy","6-3",180,"The Master's College","USA",0,NA,NA,190.5,"","","","",NA,NA,NA,"before 2002","US player"
1693,1693,"Milt Palacio","6-3",195,"Colorado State","Belize",0,NA,NA,190.5,"","","","",NA,NA,NA,"before 2002","Foreign player"
1694,1694,"Mitchell Butler","6-5",216,"UCLA","USA",0,NA,NA,195.58,"","","","",NA,NA,NA,"before 2002","US player"
1695,1695,"Norman Richardson","6-5",200,"Hofstra","USA",0,NA,NA,195.58,"","","","",NA,NA,NA,"before 2002","US player"
1696,1696,"Oscar Torres","6-6",210,"Venezuela","Venezuela",0,NA,NA,198.12,"","","","",NA,NA,NA,"before 2002","Foreign player"
1697,1697,"Reggie Slater","6-7",255,"Wyoming","USA",0,NA,NA,200.66,"","","","",NA,NA,NA,"before 2002","US player"
1698,1698,"Rick Brunson","6-4",190,"Temple","USA",0,NA,NA,193.04,"","","","",NA,NA,NA,"before 2002","US player"
1699,1699,"Robert Pack","6-2",190,"Southern California","USA",0,NA,NA,187.96,"","","","",NA,NA,NA,"before 2002","US player"
1700,1700,"Rusty LaRue","6-3",185,"Wake Forest","USA",0,NA,NA,190.5,"","","","",NA,NA,NA,"before 2002","US player"
1701,1701,"Scott Williams","6-10",245,"North Carolina","USA",0,NA,NA,208.28,"","","","",NA,NA,NA,"before 2002","US player"
1702,1702,"Slava Medvedenko","6-10",250,"None","Ukraine",0,NA,NA,208.28,"","","","",NA,NA,NA,"before 2002","Foreign player"
1703,1703,"Steve Goodrich","6-10",220,"Princeton","USA",0,NA,NA,208.28,"","","","",NA,NA,NA,"before 2002","US player"
1704,1704,"Tang Hamilton","6-8",220,"Mississippi State","USA",0,NA,NA,203.2,"","","","",NA,NA,NA,"before 2002","US player"
1705,1705,"Tierre Brown","6-2",189,"McNeese State","USA",0,NA,NA,187.96,"","","","",NA,NA,NA,"before 2002","US player"
1706,1706,"Troy Hudson","6-1",170,"Southern Illinois","USA",0,NA,NA,185.42,"","","","",NA,NA,NA,"before 2002","US player"
1707,1707,"Tyrone Nesby","6-6",245,"Nevada-Las Vegas","USA",0,NA,NA,198.12,"","","","",NA,NA,NA,"before 2002","US player"
1708,1708,"Zendon Hamilton","6-11",254,"St. John's, N.Y.","USA",0,NA,NA,210.82,"","","","",NA,NA,NA,"before 2002","US player"
1709,1709,"Aaron Harrison","6-6",210,"Kentucky","USA",0,NA,NA,198.12,"","","","",NA,NA,NA,"before 2002","US player"
1710,1710,"Aaron Jackson","6-3",183,"None","USA",0,NA,NA,190.5,"","","","",NA,NA,NA,"before 2002","US player"
1711,1711,"Alan Williams","6-8",265,"Cal-Santa Barbara","USA",0,NA,NA,203.2,"","","","",NA,NA,NA,"before 2002","US player"
1712,1712,"Alex Caruso","6-5",186,"Texas A&M","USA",0,NA,NA,195.58,"","","","",NA,NA,NA,"before 2002","US player"
1713,1713,"Alex Poythress","6-9",235,"Kentucky","USA",0,NA,NA,205.74,"","","","",NA,NA,NA,"before 2002","US player"
1714,1714,"Alfonzo McKinnie","6-8",215,"None","USA",0,NA,NA,203.2,"","","","",NA,NA,NA,"before 2002","US player"
1715,1715,"Andre Ingram","6-3",190,"American University","USA",0,NA,NA,190.5,"","","","",NA,NA,NA,"before 2002","US player"
1716,1716,"Andrew White III","6-7",210,"Syracuse","USA",0,NA,NA,200.66,"","","","",NA,NA,NA,"before 2002","US player"
1717,1717,"Antonio Blakeney","6-4",197,"Louisiana State","USA",0,NA,NA,193.04,"","","","",NA,NA,NA,"before 2002","US player"
1718,1718,"Antonius Cleveland","6-6",195,"S.E. Missouri","USA",0,NA,NA,198.12,"","","","",NA,NA,NA,"before 2002","US player"
1719,1719,"Aron Baynes","6-10",260,"Washington State","Australia",0,NA,NA,208.28,"","","","",NA,NA,NA,"before 2002","Foreign player"
1720,1720,"Ben Moore","6-8",220,"Southern Methodist","USA",0,NA,NA,203.2,"","","","",NA,NA,NA,"before 2002","US player"
1721,1721,"Boban Marjanovic","7-3",290,"None","Serbia",0,NA,NA,220.98,"","","","",NA,NA,NA,"before 2002","Foreign player"
1722,1722,"Bobby Brown","6-2",175,"Cal State-Fullerton","USA",0,NA,NA,187.96,"","","","",NA,NA,NA,"before 2002","US player"
1723,1723,"Brandon Paul","6-4",200,"None","",0,NA,NA,193.04,"","","","",NA,NA,NA,"before 2002","Foreign player"
1724,1724,"Briante Weber","6-2",165,"Virginia Commonwealth","USA",0,NA,NA,187.96,"","","","",NA,NA,NA,"before 2002","US player"
1725,1725,"Bryn Forbes","6-3",190,"Michigan State","USA",0,NA,NA,190.5,"","","","",NA,NA,NA,"before 2002","US player"
1726,1726,"C.J. Williams","6-5",230,"North Carolina State","USA",0,NA,NA,195.58,"","","","",NA,NA,NA,"before 2002","US player"
1727,1727,"Charles Cooke","6-5",196,"University of Dayton","USA",0,NA,NA,195.58,"","","","",NA,NA,NA,"before 2002","US player"
1728,1728,"Chris Boucher","6-10",200,"Oregon","Canada",0,NA,NA,208.28,"","","","",NA,NA,NA,"before 2002","Foreign player"
